emailID,commentchannelID,commentWatch_time
Elora.Ophelia@gmail.com,72,144.48
Correy.Greyson@gmail.com,21,892.3
Ekaterina.Jefferey@gmail.com,158,421.46
Vere.Wesle@gmail.com,56,866.99
Marguerite.Raychel@gmail.com,43,974.06
Marita.Whiffen@gmail.com,114,485.83
Madelle.Greyson@gmail.com,132,730.19
Kenna.Saint@gmail.com,3,902.77
Lila.Freddi@gmail.com,152,866.97
Cristabel.Therine@gmail.com,38,843.23
Neila.Sothena@gmail.com,47,250.45
Jany.Lymann@gmail.com,1,907.73
Georgetta.Ranjiv@gmail.com,8,928.47
Candy.Alcott@gmail.com,146,69.79
Carree.Lail@gmail.com,133,220.95
Loree.Yate@gmail.com,18,125.59
Talya.Darbie@gmail.com,123,195.61
Gale.Maisey@gmail.com,15,952.87
Chloris.Regan@gmail.com,102,955.16
Amara.Clara@gmail.com,10,942
Carly.Goddard@gmail.com,87,606.24
Merci.Baudin@gmail.com,76,375.9
Lynde.Geffner@gmail.com,5,447.98
Nickie.Holtz@gmail.com,113,494.26
Annabela.Annice@gmail.com,23,633.13
Gavrielle.Minetta@gmail.com,115,20.2
Nita.Kronfeld@gmail.com,79,534.81
Sidoney.Jacinda@gmail.com,146,364.09
Ricky.Jerold@gmail.com,44,624.74
Millie.Maples@gmail.com,126,446.88
Aryn.Strephon@gmail.com,107,96.89
Anthia.Haymes@gmail.com,76,770.61
Merle.Yorick@gmail.com,138,864.98
Sonni.Weide@gmail.com,103,248.61
Minda.Leopold@gmail.com,105,684.96
Zondra.Aurelio@gmail.com,94,614.84
Emilia.Kaete@gmail.com,112,738.57
Nananne.Abbot@gmail.com,62,362.17
Willetta.Maroney@gmail.com,133,521.82
Sandie.Melan@gmail.com,118,479.26
Darci.Freddi@gmail.com,84,992.3
Fernande.Kylander@gmail.com,164,94.52
Jemie.Ammann@gmail.com,132,779.36
Blinni.Cornelia@gmail.com,98,726.98
Jenilee.Payson@gmail.com,108,668.68
Betta.Yate@gmail.com,7,928.46
Lita.Percy@gmail.com,115,903.3
Kellen.Goth@gmail.com,112,979.28
Phylis.Delacourt@gmail.com,93,872.3
Marline.Gaal@gmail.com,5,770.04
Wendi.Blisse@gmail.com,88,638.37
Berta.Persse@gmail.com,27,412.61
Ricky.Darbie@gmail.com,114,677.58
Lyssa.Sandye@gmail.com,119,146.4
Jeanna.MacIntosh@gmail.com,41,109.91
Pearline.Catie@gmail.com,16,504.67
Coral.Muriel@gmail.com,164,20.1
Ekaterina.Johnsson@gmail.com,144,725.37
Tonia.Lane@gmail.com,143,246.22
Jorry.Marsden@gmail.com,56,103.37
Dorice.Madelene@gmail.com,148,438.31
Trixi.Leopold@gmail.com,2,823.78
Olwen.Federica@gmail.com,50,173.09
Eadie.Jillane@gmail.com,33,251.15
Claresta.Oriana@gmail.com,88,285.19
Concettina.Percy@gmail.com,66,601.48
Tani.Cavan@gmail.com,9,312.07
Helena.Lytton@gmail.com,1,786.01
Wendi.Schonfeld@gmail.com,12,220.26
Arlena.Tamar@gmail.com,70,436.3
Sheelagh.Emmaline@gmail.com,128,520.22
Trudie.Waldron@gmail.com,1,254.43
Mariele.Hortensia@gmail.com,147,332.69
Rhoda.Jacinda@gmail.com,65,703.63
Corry.Wu@gmail.com,73,711.61
Rebeca.Annice@gmail.com,159,331.94
Lorne.Ventre@gmail.com,142,426.29
Charissa.Kiersten@gmail.com,4,236.32
Roz.Monaco@gmail.com,104,53.25
Konstance.Toffic@gmail.com,21,606.61
Marjie.Iaverne@gmail.com,36,15.94
Ada.Dex@gmail.com,124,428.71
Olwen.Heisel@gmail.com,119,857.24
Lauryn.Grayce@gmail.com,78,955.12
Daphne.Faust@gmail.com,56,739.76
Beverley.Burnside@gmail.com,35,595.01
Rosaline.Ellerey@gmail.com,114,840.31
Nanete.Ethban@gmail.com,123,917.76
Frank.Clarissa@gmail.com,121,558.53
Ellette.Loring@gmail.com,163,913.72
Kara-Lynn.Madelene@gmail.com,52,453.97
Margalo.Travax@gmail.com,139,79.17
Shaylyn.Skell@gmail.com,91,452.42
Jasmina.Mitzi@gmail.com,147,49.06
Berta.Peg@gmail.com,74,805.78
Kimberley.Ashely@gmail.com,149,393.15
Dolli.Olnee@gmail.com,64,412.51
Roslyn.Penelopa@gmail.com,9,753.14
Ginnie.Garrison@gmail.com,133,820.54
Doralynne.Ashok@gmail.com,160,763.84
Ernesta.Pitt@gmail.com,33,249.22
Dania.Vernier@gmail.com,48,466.93
Wynne.Hathaway@gmail.com,118,528.74
Gusty.Ranjiv@gmail.com,62,260.62
Alisha.Fabiola@gmail.com,56,966.73
Gale.Dorine@gmail.com,59,571.31
Teddie.Teryn@gmail.com,66,301.3
Marita.Suanne@gmail.com,59,344.59
Abbie.Kristi@gmail.com,119,776.95
Orelia.Gaulin@gmail.com,48,599.11
Mellicent.Nore@gmail.com,73,427.04
Janis.Cassius@gmail.com,41,78.49
Belinda.Gualtiero@gmail.com,9,812.69
Tami.Carmena@gmail.com,31,310.8
Viviene.Sikorski@gmail.com,154,379.09
Jillayne.Brittani@gmail.com,56,407.4
Nananne.Frendel@gmail.com,81,125.51
Jaime.Astra@gmail.com,112,977.92
Bee.Munn@gmail.com,89,95.02
Margalo.Clywd@gmail.com,125,656.11
Alexine.Afton@gmail.com,156,190.15
Rochette.Hashim@gmail.com,1,339.25
Hildegaard.Donoghue@gmail.com,164,702.54
Ofilia.Jacinda@gmail.com,68,634.33
Gabriellia.Hubert@gmail.com,165,401.45
Edith.Yorick@gmail.com,24,67.42
Rochette.Keelia@gmail.com,146,941.23
Sophia.Katrine@gmail.com,125,452.65
Hildegaard.Dowski@gmail.com,91,555.06
Clo.Boycey@gmail.com,34,290.76
Cathyleen.Mata@gmail.com,118,51.01
Jinny.Marisa@gmail.com,8,147.32
Thalia.Lanita@gmail.com,83,545.48
Marguerite.Weide@gmail.com,94,514.68
Celene.Auberbach@gmail.com,152,651.37
Bernardine.Rhu@gmail.com,85,337.77
Charlena.Joni@gmail.com,54,44.37
Heida.Sheng@gmail.com,88,961.77
Catharine.Seagraves@gmail.com,58,604.17
Kristan.Kendrick@gmail.com,101,138.89
Natka.Waldron@gmail.com,75,653.56
Consuela.Tristram@gmail.com,154,959.03
Cassandra.Harl@gmail.com,8,830.57
Mady.Holtz@gmail.com,16,513.84
Kristan.Jeanne@gmail.com,76,50.57
Cassandra.Willie@gmail.com,156,45.42
Tabbatha.Zrike@gmail.com,108,80.18
Ingrid.Alisia@gmail.com,124,610.06
Danny.Boehike@gmail.com,89,121.22
Bill.Seumas@gmail.com,8,173.2
Mureil.Terencio@gmail.com,78,37.36
Joy.Salchunas@gmail.com,131,472.6
Maisey.Elbertina@gmail.com,27,654.15
Ninnetta.Friede@gmail.com,143,432.26
Cacilie.Barney@gmail.com,123,563.58
Maurene.Pyle@gmail.com,141,39.85
Inga.Reneta@gmail.com,1,544.83
Bobinette.Sundin@gmail.com,137,822.04
Johna.Lasley@gmail.com,128,961.33
Gratia.Gregrory@gmail.com,80,208.12
Marsiella.Estella@gmail.com,159,81.68
Miquela.Kesley@gmail.com,84,816.43
Jaime.Ehrman@gmail.com,24,219.49
Gale.Annabella@gmail.com,104,809.82
Maisey.Soneson@gmail.com,166,17.04
Minne.Greenwald@gmail.com,6,44.28
Roslyn.Wallis@gmail.com,50,299.31
Constance.Talia@gmail.com,95,193.79
Marsiella.Raul@gmail.com,37,98.05
Coral.Jotham@gmail.com,24,594.2
Minne.Anton@gmail.com,133,782.8
Eadie.Shields@gmail.com,19,78.71
Briney.Decato@gmail.com,120,336.33
Berta.Charmine@gmail.com,9,965.76
Mignon.Gaspard@gmail.com,98,722.3
Therine.Regan@gmail.com,80,651.65
Harrietta.Gilmour@gmail.com,134,494.78
Lila.Kenwood@gmail.com,153,535.12
Mariann.Sawtelle@gmail.com,149,721.15
Lauryn.Azeria@gmail.com,140,797.65
Meriel.Montgomery@gmail.com,29,921.66
Reeba.Ackerley@gmail.com,16,18.15
Nyssa.Hathaway@gmail.com,136,911.73
Nariko.Holbrook@gmail.com,21,618.72
Farrah.Sherrie@gmail.com,77,427.26
Dede.Desai@gmail.com,76,891.64
Larine.Sprage@gmail.com,94,571.05
Loree.Fry@gmail.com,6,731.05
Josephine.Dituri@gmail.com,129,596.76
Ana.Vernier@gmail.com,17,806.05
Paulita.Alwin@gmail.com,100,293.56
Ninnetta.Bow@gmail.com,111,623.24
Moyna.Merna@gmail.com,130,116.57
Gilda.Lissi@gmail.com,56,556.26
Alexine.Belanger@gmail.com,66,971.3
Jean.Strephon@gmail.com,115,168.48
Adore.Lynn@gmail.com,72,902.4
Riannon.Kunin@gmail.com,47,161.21
Edee.Killigrew@gmail.com,32,465.52
Gusty.Eliathas@gmail.com,45,438.02
Lacie.Hoenack@gmail.com,21,419.09
Daryl.Iiette@gmail.com,124,239.33
Layla.Screens@gmail.com,143,776.95
Diena.Rillings@gmail.com,39,156.68
Jemie.Roumell@gmail.com,151,708.02
Paulita.Nicoline@gmail.com,3,918.37
Yvonne.Therine@gmail.com,142,857.4
Talya.Virgin@gmail.com,3,816.33
Estell.Lesley@gmail.com,159,95.83
Petronia.Saint@gmail.com,86,796.08
Elfreda.Olin@gmail.com,47,441.47
Petronia.Rillings@gmail.com,10,731.14
Catrina.Quent@gmail.com,37,655.53
Renie.Si@gmail.com,105,623.28
Jordan.Tacye@gmail.com,122,609.01
Paulita.Gaulin@gmail.com,87,828.95
Catrina.Karylin@gmail.com,81,345.02
Steffane.Charity@gmail.com,118,527.11
Marline.Olympium@gmail.com,100,29.86
Aaren.Ilka@gmail.com,24,473.29
Mariann.Alexandr@gmail.com,29,115.07
Janenna.Bearnard@gmail.com,142,824.71
Bobbi.Grosz@gmail.com,3,717.46
Lyssa.Alisia@gmail.com,93,206.54
Mureil.Imelida@gmail.com,152,226.07
Marguerite.Camden@gmail.com,21,770.61
Roseline.Kare@gmail.com,151,156.44
Karolina.Joli@gmail.com,108,979.49
Fanny.Knowling@gmail.com,119,923.21
Wileen.Montgomery@gmail.com,84,40.95
Imojean.Decato@gmail.com,83,266.54
Fidelia.Ventre@gmail.com,12,906.39
Deloria.Romelda@gmail.com,26,463.51
Joleen.Voletta@gmail.com,53,310.38
Fanchon.Macey@gmail.com,131,527.01
Christian.Breed@gmail.com,119,70.66
Miquela.Daveta@gmail.com,47,688.29
Ottilie.Ledah@gmail.com,142,721.99
Zia.Earlie@gmail.com,8,104.41
Jemie.Joeann@gmail.com,13,783.54
Hayley.Marcellus@gmail.com,66,161.61
Cyb.Sharl@gmail.com,72,618.83
Rozele.Old@gmail.com,157,425.13
Debee.Felecia@gmail.com,101,848.73
Cissiee.Daniele@gmail.com,58,294.5
Barbara.Kenney@gmail.com,98,705.54
Thalia.Yusuk@gmail.com,86,993.11
Kenna.Ehrman@gmail.com,150,655.51
Sashenka.Zina@gmail.com,1,783.91
Nataline.Hylan@gmail.com,81,595.8
Carlie.Halla@gmail.com,29,430.79
Oralee.Couture@gmail.com,83,221.9
Janeczka.Toffic@gmail.com,144,905.64
Tatiania.Allare@gmail.com,93,40.75
Fina.Michella@gmail.com,35,512.66
Flo.Weinreb@gmail.com,8,193.06
Rosaline.Morrill@gmail.com,69,784.85
Roslyn.Kamaria@gmail.com,19,735.25
Giustina.Krystle@gmail.com,113,270.69
Reeba.Flyn@gmail.com,140,349.67
Nelle.Ivens@gmail.com,122,836.49
Nerta.Madaih@gmail.com,157,36.22
Netty.Lutero@gmail.com,19,758.05
Darlleen.Lane@gmail.com,2,765.38
Diena.Monaco@gmail.com,124,505.97
Barbi.Carri@gmail.com,79,463.08
Grier.Tarrant@gmail.com,111,958.67
Renae.Chesna@gmail.com,75,754.84
Dotty.Uund@gmail.com,126,47.14
Frank.Fontana@gmail.com,60,145.98
Karly.Therine@gmail.com,95,106.19
Correy.Doig@gmail.com,72,654.03
Deirdre.Jethro@gmail.com,78,506.98
Dominga.Fulmer@gmail.com,35,696.41
Shaine.Iiette@gmail.com,149,618.71
Aimil.Tamsky@gmail.com,2,768.46
Aurore.Edmund@gmail.com,149,445.55
Corry.Truc@gmail.com,41,900.77
Joelly.Tarrant@gmail.com,28,623.32
Cacilie.Guthrie@gmail.com,118,144.39
Penelopa.Codding@gmail.com,28,696.31
Letizia.Abbot@gmail.com,92,155.63
Cristine.Hertzfeld@gmail.com,12,431.71
Mara.My@gmail.com,123,863.99
Lonnie.Even@gmail.com,94,625.36
Willetta.Wooster@gmail.com,133,830.26
Louella.Wittie@gmail.com,107,717.7
Hyacinthe.Francyne@gmail.com,128,655.91
Nananne.Claudine@gmail.com,151,291.72
Beatriz.Ellerey@gmail.com,135,145.67
Maye.Louanna@gmail.com,146,369.91
Jaime.Stephie@gmail.com,151,473.23
Wynne.Joeann@gmail.com,39,978.33
Teriann.Earlie@gmail.com,102,647.15
Philis.Kiyoshi@gmail.com,124,365.03
Viviene.Sammons@gmail.com,51,654.47
Melanie.McNully@gmail.com,102,697.22
Maisey.Thomasina@gmail.com,87,225.34
Carmencita.Elisha@gmail.com,101,460.13
Esmeralda.Bearnard@gmail.com,104,793.24
Jacquetta.Pillsbury@gmail.com,131,384.42
Theodora.Izaak@gmail.com,123,800.7
Mireielle.Jefferey@gmail.com,82,275.92
Sherrie.Leopold@gmail.com,55,610.33
Susan.Santoro@gmail.com,16,293.75
Jerry.Payson@gmail.com,68,681.89
Marcelline.Pip@gmail.com,94,67.4
Celisse.Brittani@gmail.com,165,148.4
Wilma.Santoro@gmail.com,116,474.49
Kary.Pascia@gmail.com,118,776.55
Willetta.Horan@gmail.com,167,313.76
Claresta.Stoller@gmail.com,119,859.17
Olivette.Jarib@gmail.com,125,234.42
Cecile.Bury@gmail.com,167,320.61
Charmaine.Khorma@gmail.com,72,411.49
Claudina.Susannah@gmail.com,71,694.22
Marinna.Waldron@gmail.com,61,191.84
Allyce.Emmy@gmail.com,109,493.57
Maud.Zamora@gmail.com,107,291.66
Merry.Gaulin@gmail.com,49,159.36
Dede.Bates@gmail.com,38,536.11
Ardeen.Pandolfi@gmail.com,59,23.79
Gwyneth.Ammann@gmail.com,119,347.25
Fanny.Berne@gmail.com,86,781.72
Aurore.Maiah@gmail.com,44,228.12
Jennica.Arne@gmail.com,127,269.1
Lory.Reidar@gmail.com,147,276.34
Jenilee.Garbe@gmail.com,22,239.49
Perry.Jaylene@gmail.com,82,572.03
Helena.Mata@gmail.com,162,525.07
Philis.Vivle@gmail.com,74,386.61
Amelia.Korey@gmail.com,124,173.1
Regina.Bartlett@gmail.com,51,917.67
Fernande.Bebe@gmail.com,8,564.12
Vere.Hachmin@gmail.com,9,789.13
Marinna.Holtz@gmail.com,121,47.29
Oona.Larochelle@gmail.com,76,116.49
Maisey.Tristram@gmail.com,101,920.7
Lonnie.Corilla@gmail.com,26,248.77
Selma.Dom@gmail.com,90,317.8
Mahalia.Winthorpe@gmail.com,15,37.76
Goldie.Konyn@gmail.com,95,377.26
Nollie.Michella@gmail.com,41,816.79
Minne.Duwalt@gmail.com,162,114.2
Corene.Firmin@gmail.com,76,434.37
Romona.Sidonius@gmail.com,66,670.92
Tabbatha.Germann@gmail.com,38,205.59
Averyl.Carey@gmail.com,99,578.09
Mahalia.Phi@gmail.com,10,951.31
Latisha.Allina@gmail.com,74,349.79
Robinia.Ahab@gmail.com,50,594.25
Valeda.Cottle@gmail.com,74,839.18
Rebeca.Ajay@gmail.com,117,99.27
Glenda.Rocray@gmail.com,143,57.41
Roz.Felizio@gmail.com,52,70.38
Vanessa.Infield@gmail.com,14,677.32
Christy.Hunfredo@gmail.com,42,704.18
Celestyna.Dominy@gmail.com,8,147.32
Courtnay.Teddman@gmail.com,145,738.18
Rhea.Autrey@gmail.com,40,491.84
Julieta.Concha@gmail.com,47,258.33
Rosabelle.Baudin@gmail.com,117,478.49
Taffy.Bigner@gmail.com,103,532.88
Nadine.Toni@gmail.com,90,936.33
Gisela.Norrie@gmail.com,92,253.75
Georgetta.Sheedy@gmail.com,167,338.14
Anestassia.Winnick@gmail.com,150,123.4
Wanda.Ashely@gmail.com,107,318.48
Danika.Faso@gmail.com,11,345.63
Modestia.Trey@gmail.com,72,232.69
Celisse.Wilkinson@gmail.com,81,932.04
Rhoda.Hilbert@gmail.com,68,970.64
Molli.Jenness@gmail.com,163,897.79
Lexine.Vanni@gmail.com,141,11.29
Taffy.Linehan@gmail.com,59,715.05
Elvira.Parette@gmail.com,122,832.62
Claudina.Linehan@gmail.com,160,533.4
Sidoney.Lareena@gmail.com,28,618.2
Tera.Lail@gmail.com,144,447.95
Ketti.Chabot@gmail.com,80,23.43
Nonnah.Cleo@gmail.com,151,981.4
Georgetta.Lewes@gmail.com,134,133.96
Joy.Martguerita@gmail.com,117,793.52
Wanda.Ehrman@gmail.com,147,219.33
Corry.Curren@gmail.com,70,696.17
Kirstin.Tengdin@gmail.com,12,627.32
Stevana.Radu@gmail.com,37,35.03
Lynnea.Krystle@gmail.com,83,871.36
Jordan.Roumell@gmail.com,11,181.78
Gwyneth.Nisbet@gmail.com,44,841.19
Jillayne.Dielu@gmail.com,28,698.27
Leontine.Minetta@gmail.com,74,919.58
Edee.Vilma@gmail.com,73,460.85
Carol-Jean.Eckblad@gmail.com,55,111.38
Nerta.Freddi@gmail.com,36,704.63
Paule.Lenny@gmail.com,78,936.45
Margalo.Jobi@gmail.com,38,980.93
Lisette.Mandler@gmail.com,10,82.44
Taffy.Brodench@gmail.com,143,509.97
Teddie.Joli@gmail.com,60,245.05
Winifred.Weitman@gmail.com,151,226
Monika.Strephon@gmail.com,66,8.89
Jenda.Adrienne@gmail.com,43,187.94
Addia.Colleen@gmail.com,23,731.06
Betta.Ephrem@gmail.com,77,584.35
Allis.Mott@gmail.com,84,542.78
Tilly.Imelida@gmail.com,141,416.24
Glenda.Rona@gmail.com,102,704.18
Etta.Lay@gmail.com,128,341.72
Isa.Decato@gmail.com,152,881.2
Elvira.Oneida@gmail.com,104,425.53
Renie.Connelly@gmail.com,129,171.88
Karly.Seligman@gmail.com,166,632.57
Marguerite.Terrence@gmail.com,111,529.39
Paulita.Israeli@gmail.com,110,379.41
Chere.Raul@gmail.com,138,443.28
Annabela.Yerkovich@gmail.com,6,868.97
Myrtice.Taam@gmail.com,123,907.33
Maryellen.Brandice@gmail.com,22,209.89
Tamqrah.Delacourt@gmail.com,89,699.16
Shaylyn.Lareena@gmail.com,17,249.69
Kenna.Hamil@gmail.com,139,731.1
Mallory.Ochs@gmail.com,114,933.82
Britni.Hessler@gmail.com,149,54.98
Kara-Lynn.Cassius@gmail.com,150,358.67
Korrie.Terrence@gmail.com,55,968.46
Tobe.Bennie@gmail.com,80,606.25
Sophia.Pacorro@gmail.com,164,151.84
Alejandra.Whittaker@gmail.com,167,291.95
Millie.Salchunas@gmail.com,44,233.1
Tierney.Jammal@gmail.com,146,506.49
Anestassia.Rosemary@gmail.com,48,126.18
Johna.Tomasina@gmail.com,109,520.07
Lonnie.Paine@gmail.com,25,49
Merry.Regan@gmail.com,146,886.81
Caritta.Alice@gmail.com,154,774.44
Lulita.Larochelle@gmail.com,55,565.71
Leia.Pozzy@gmail.com,7,481.12
Shel.Oscar@gmail.com,60,989.41
Aryn.Dyche@gmail.com,71,496.44
Patricia.Kronfeld@gmail.com,138,562.41
Tani.Donell@gmail.com,41,404.26
Robinia.Stefa@gmail.com,78,464.05
Justinn.Lymann@gmail.com,163,767.25
Marylou.My@gmail.com,137,753.07
Fidelia.Milson@gmail.com,112,848.29
Lilith.Holtz@gmail.com,42,279.12
Bernardine.Amethist@gmail.com,35,148.6
Shannah.Ax@gmail.com,98,628.01
Grier.Zenas@gmail.com,8,440.31
Nicoli.Kenney@gmail.com,3,609.84
Maridel.Sidonius@gmail.com,110,880.29
Susette.Malina@gmail.com,22,236.07
Gabriellia.Ortrude@gmail.com,76,299.56
Inga.Ivens@gmail.com,159,410.69
Netty.Valoniah@gmail.com,158,48.27
Eolanda.Concha@gmail.com,121,998.85
Rochette.Medrek@gmail.com,86,496.85
Sissy.Allare@gmail.com,151,238.14
Lucy.Hoban@gmail.com,47,427.7
Kirbee.Stover@gmail.com,41,428.73
Beatriz.Hubert@gmail.com,90,317.84
Albertina.Garek@gmail.com,85,409.07
Mignon.Mathilde@gmail.com,51,701.31
Heida.Gemini@gmail.com,113,150.25
Leontine.Berl@gmail.com,30,206.04
Berta.Vary@gmail.com,16,844.9
Kathi.Rurik@gmail.com,128,434.77
Brynna.Sperling@gmail.com,166,743.13
Farrah.Dowski@gmail.com,51,265.53
Lily.Heisel@gmail.com,100,269.63
Annaliese.Percy@gmail.com,13,391.56
Amalie.Rhu@gmail.com,145,772.88
Cassondra.Hourigan@gmail.com,140,225.88
Minda.Suzetta@gmail.com,73,802.04
Maridel.Loleta@gmail.com,142,312.79
June.Gherardo@gmail.com,146,381.95
Trudie.Cynar@gmail.com,17,525.03
Leanna.Jagir@gmail.com,53,949.74
Luci.Leler@gmail.com,44,942.37
Felice.Drisko@gmail.com,121,400.73
Kittie.Carmena@gmail.com,95,992.65
Emelina.Syd@gmail.com,80,15.78
Sabina.Eben@gmail.com,162,879.07
Marinna.Reinke@gmail.com,49,713.3
Alejandra.Madox@gmail.com,93,928.82
Correy.Weide@gmail.com,78,578.69
Bernie.Zeeba@gmail.com,159,790.14
Bettine.Shuler@gmail.com,73,450.24
Wilma.Claudine@gmail.com,35,547.25
Gabi.Eldrid@gmail.com,72,3.66
Susan.Smitt@gmail.com,114,731.12
Benita.O'Carroll@gmail.com,111,289.76
Lory.Smitt@gmail.com,166,666.94
Justinn.Fancie@gmail.com,31,832.14
Wynne.Fosque@gmail.com,1,296.16
Nikki.Ardra@gmail.com,162,383.34
Cyb.Carleen@gmail.com,53,569.49
Trixi.Chem@gmail.com,32,866.36
Brandise.Chinua@gmail.com,8,815.44
Chickie.Faria@gmail.com,98,841.77
Sidoney.Tamsky@gmail.com,54,811.69
Nadine.Rillings@gmail.com,8,819.91
Dawn.Daniele@gmail.com,69,601.3
Jennica.Shelba@gmail.com,95,203.45
Louella.Salvidor@gmail.com,148,820.17
Peri.Pond@gmail.com,135,317.13
Corina.Sothena@gmail.com,25,580.49
Laure.Japeth@gmail.com,9,632.39
Ellette.Egbert@gmail.com,122,60.14
Rani.Shields@gmail.com,32,198.91
Cherilyn.Engdahl@gmail.com,44,98.12
Zondra.Rudolph@gmail.com,20,979.24
Justinn.Odell@gmail.com,22,23.85
Tersina.Schlosser@gmail.com,76,294.14
Gavrielle.Toor@gmail.com,28,175.54
Wanda.Ferino@gmail.com,89,31.21
Lyssa.Palocz@gmail.com,106,745.53
Aigneis.Gamaliel@gmail.com,155,294.12
Drucie.Rudolph@gmail.com,71,696.14
Daune.Reidar@gmail.com,104,711.25
Reeba.Federica@gmail.com,167,359.34
Margarette.Wolfgram@gmail.com,151,386.29
Sindee.Rese@gmail.com,20,467.9
Iseabal.Hurley@gmail.com,110,260.82
Gale.Laverne@gmail.com,97,38.86
Celestyna.Sholley@gmail.com,106,483.12
Leia.Tufts@gmail.com,51,551.96
Christian.Vilma@gmail.com,116,139.01
Jan.Belldas@gmail.com,77,8.24
Bee.Voletta@gmail.com,111,795.08
Cathyleen.Adore@gmail.com,152,770.57
Emilia.Fax@gmail.com,157,329.14
Jordan.Natalia@gmail.com,160,770.74
Xylina.Virgin@gmail.com,127,62.82
Minne.Malanie@gmail.com,87,182.4
Jaime.Weaks@gmail.com,12,609.18
Margalo.Grimbly@gmail.com,143,959.43
Jorry.Koziara@gmail.com,66,687.09
Millie.Brodench@gmail.com,152,553.63
Shauna.Lunsford@gmail.com,39,213.49
Halette.Llovera@gmail.com,122,337.92
Dorice.Hull@gmail.com,122,951.75
Raf.Buckler@gmail.com,152,804.87
Winny.Rad@gmail.com,163,107.6
Ida.Michella@gmail.com,61,648.53
Brena.Ackerley@gmail.com,63,142.15
Leia.Helve@gmail.com,22,365.21
June.Cath@gmail.com,94,220.01
Anestassia.Gabrielli@gmail.com,85,338.44
Florencia.Sacken@gmail.com,113,930.49
Deloria.Beniamino@gmail.com,160,206.29
Riannon.Masao@gmail.com,86,295.19
Randa.Bearnard@gmail.com,61,364.25
Tamqrah.Pillsbury@gmail.com,92,621.54
Meg.Wattenberg@gmail.com,71,555.23
Rhea.Parsaye@gmail.com,166,547.57
Chastity.Alice@gmail.com,128,797.39
Annabela.Brenn@gmail.com,22,217.07
Willetta.Terencio@gmail.com,89,117.54
Gertrud.Roxanna@gmail.com,36,199.24
Devina.Othilia@gmail.com,31,63.93
Meghann.Arathorn@gmail.com,95,568.6
Claudina.Robertson@gmail.com,74,830.16
Dorothy.Kesley@gmail.com,73,157.78
Edee.Ummersen@gmail.com,131,528.9
Max.Bollay@gmail.com,126,532.32
Dulce.Callista@gmail.com,71,658.51
Ekaterina.Hessler@gmail.com,11,392.14
Trixi.Linskey@gmail.com,86,303.27
Monika.Riordan@gmail.com,162,823.65
Vita.Ortrude@gmail.com,122,129.7
Heida.Kendrick@gmail.com,165,336.77
Mary.Shama@gmail.com,143,745.4
Katleen.Tayib@gmail.com,77,405.81
Millie.Roumell@gmail.com,31,497.02
Nicoli.Kussell@gmail.com,102,559.92
Danika.Niles@gmail.com,75,384.06
Siana.Billye@gmail.com,12,924.27
Lilith.Boehike@gmail.com,154,705.46
Clo.Sothena@gmail.com,93,261.52
Oona.Cassius@gmail.com,14,518.11
Joceline.Fink@gmail.com,7,348.72
Mariele.Carri@gmail.com,50,932.37
Millie.Marsden@gmail.com,15,755.05
Aili.Eugenia@gmail.com,91,203.48
Olwen.Estella@gmail.com,42,32.75
Jean.Cutlerr@gmail.com,78,762.92
Neila.Madelene@gmail.com,143,386.65
Brianna.Goode@gmail.com,49,472.23
Ardys.Pattin@gmail.com,159,242.6
Daune.An@gmail.com,34,340.84
Pollyanna.Cressida@gmail.com,76,551.59
Candi.Prouty@gmail.com,53,651.35
Cecile.Kenwood@gmail.com,70,1000.73
Jenilee.Cath@gmail.com,56,973.75
Dorothy.Dowski@gmail.com,78,362.48
Corina.Dahlia@gmail.com,98,900.85
Meriel.Raseda@gmail.com,38,330.84
Selma.Agle@gmail.com,31,605.89
Barbi.Shuler@gmail.com,44,928.86
Starla.Ruvolo@gmail.com,61,581.6
Glynnis.Wyn@gmail.com,80,832.08
Rosabelle.Lunsford@gmail.com,84,726.33
Jerry.Francyne@gmail.com,88,549.13
Elmira.Bigner@gmail.com,11,498.49
Joleen.Afton@gmail.com,101,74.1
Orsola.Faust@gmail.com,16,196.91
Gwenneth.Marijo@gmail.com,152,169.44
Fanchon.Giule@gmail.com,129,188.7
Winifred.Quinn@gmail.com,144,428.17
Ermengarde.Erminia@gmail.com,56,869.57
Nollie.Germann@gmail.com,44,254.91
Brana.Drisko@gmail.com,32,325.78
Lauryn.Naor@gmail.com,19,668.9
Dulce.Atcliffe@gmail.com,139,842.95
Tressa.Millda@gmail.com,79,862.5
Shauna.Margret@gmail.com,99,489.65
Tonia.Martguerita@gmail.com,101,275.25
Amalie.Zaslow@gmail.com,163,258.41
Janeczka.Ries@gmail.com,49,275.62
Lusa.Tayib@gmail.com,21,622.29
Margette.Corabella@gmail.com,34,88.75
Lyssa.Xerxes@gmail.com,31,781.75
Fred.Meter@gmail.com,89,655.78
Shaine.Arquit@gmail.com,98,648.79
Larine.Eachern@gmail.com,119,456.13
Fred.Ashok@gmail.com,59,702.59
Dede.Sallyann@gmail.com,105,950.63
Bobbi.Fabiola@gmail.com,136,248.83
Mara.O'Rourke@gmail.com,16,13.22
Dianemarie.Wenda@gmail.com,33,991.83
Marti.Afton@gmail.com,62,213
Ernesta.Clywd@gmail.com,146,871.64
Andree.Saint@gmail.com,99,10.29
Ileana.Hashim@gmail.com,34,914.53
