emailID,likes_channelID,likesWatch_time
Correy.Greyson@gmail.com,32,3.07
Ekaterina.Jefferey@gmail.com,107,5.18
Vere.Wesle@gmail.com,125,2.51
Marguerite.Raychel@gmail.com,111,5.8
Marita.Whiffen@gmail.com,10,4.17
Madelle.Greyson@gmail.com,75,3.48
Kenna.Saint@gmail.com,137,1.98
Lila.Freddi@gmail.com,9,5.35
Cristabel.Therine@gmail.com,50,4.68
Neila.Sothena@gmail.com,62,3.75
Jany.Lymann@gmail.com,113,5.26
Georgetta.Ranjiv@gmail.com,64,2.06
Candy.Alcott@gmail.com,114,5.2
Carree.Lail@gmail.com,134,3.4
Loree.Yate@gmail.com,32,5.3
Talya.Darbie@gmail.com,4,2.29
Gale.Maisey@gmail.com,154,1.62
Chloris.Regan@gmail.com,106,5.77
Amara.Clara@gmail.com,18,1.54
Carly.Goddard@gmail.com,27,3.7
Merci.Baudin@gmail.com,118,2.79
Lynde.Geffner@gmail.com,53,1.65
Nickie.Holtz@gmail.com,128,2.42
Annabela.Annice@gmail.com,29,2.47
Gavrielle.Minetta@gmail.com,164,2.87
Nita.Kronfeld@gmail.com,67,2.93
Sidoney.Jacinda@gmail.com,46,3.6
Ricky.Jerold@gmail.com,69,2.58
Millie.Maples@gmail.com,53,4.69
Aryn.Strephon@gmail.com,162,5.6
Anthia.Haymes@gmail.com,31,2.64
Merle.Yorick@gmail.com,71,3.75
Sonni.Weide@gmail.com,38,5.88
Minda.Leopold@gmail.com,166,5.25
Zondra.Aurelio@gmail.com,162,2.86
Emilia.Kaete@gmail.com,136,2.5
Nananne.Abbot@gmail.com,64,2.56
Willetta.Maroney@gmail.com,30,3.99
Sandie.Melan@gmail.com,167,2.85
Darci.Freddi@gmail.com,106,2.14
Fernande.Kylander@gmail.com,34,4.4
Jemie.Ammann@gmail.com,111,2.24
Blinni.Cornelia@gmail.com,109,1.5
Jenilee.Payson@gmail.com,67,1.85
Betta.Yate@gmail.com,20,2.36
Lita.Percy@gmail.com,167,3.14
Kellen.Goth@gmail.com,121,4.87
Phylis.Delacourt@gmail.com,77,2.4
Marline.Gaal@gmail.com,63,1.09
Wendi.Blisse@gmail.com,139,4.67
Berta.Persse@gmail.com,56,4.13
Ricky.Darbie@gmail.com,162,2.54
Lyssa.Sandye@gmail.com,7,1.91
Jeanna.MacIntosh@gmail.com,47,4.37
Pearline.Catie@gmail.com,129,4.38
Coral.Muriel@gmail.com,101,2.06
Ekaterina.Johnsson@gmail.com,138,1.07
Tonia.Lane@gmail.com,105,1.91
Jorry.Marsden@gmail.com,150,4.2
Dorice.Madelene@gmail.com,153,3.23
Trixi.Leopold@gmail.com,83,5.07
Olwen.Federica@gmail.com,104,3.63
Eadie.Jillane@gmail.com,75,4.75
Claresta.Oriana@gmail.com,95,2.45
Concettina.Percy@gmail.com,89,1.57
Tani.Cavan@gmail.com,39,2.54
Helena.Lytton@gmail.com,73,5.81
Wendi.Schonfeld@gmail.com,50,4.83
Arlena.Tamar@gmail.com,4,5.08
Sheelagh.Emmaline@gmail.com,19,4.98
Trudie.Waldron@gmail.com,21,2.46
Mariele.Hortensia@gmail.com,107,1.85
Rhoda.Jacinda@gmail.com,99,4.45
Corry.Wu@gmail.com,78,1.94
Rebeca.Annice@gmail.com,42,2.6
Lorne.Ventre@gmail.com,67,4.35
Charissa.Kiersten@gmail.com,52,3.69
Roz.Monaco@gmail.com,9,1.16
Konstance.Toffic@gmail.com,77,4.49
Marjie.Iaverne@gmail.com,57,5.95
Ada.Dex@gmail.com,127,1.29
Olwen.Heisel@gmail.com,41,2.8
Lauryn.Grayce@gmail.com,33,2.44
Daphne.Faust@gmail.com,40,1.18
Beverley.Burnside@gmail.com,99,2.24
Rosaline.Ellerey@gmail.com,105,2.79
Nanete.Ethban@gmail.com,89,1.04
Frank.Clarissa@gmail.com,30,3.3
Ellette.Loring@gmail.com,150,1.83
Kara-Lynn.Madelene@gmail.com,65,5.71
Margalo.Travax@gmail.com,104,2.94
Shaylyn.Skell@gmail.com,35,4.89
Jasmina.Mitzi@gmail.com,22,5.59
Berta.Peg@gmail.com,41,3.79
Kimberley.Ashely@gmail.com,81,1.12
Dolli.Olnee@gmail.com,77,5.41
Roslyn.Penelopa@gmail.com,128,5.69
Ginnie.Garrison@gmail.com,137,4.44
Doralynne.Ashok@gmail.com,59,3.49
Ernesta.Pitt@gmail.com,35,2.59
Dania.Vernier@gmail.com,64,1.21
Wynne.Hathaway@gmail.com,141,5.54
Gusty.Ranjiv@gmail.com,7,1.35
Alisha.Fabiola@gmail.com,150,1.11
Gale.Dorine@gmail.com,110,3.64
Teddie.Teryn@gmail.com,15,5.61
Marita.Suanne@gmail.com,42,5.99
Abbie.Kristi@gmail.com,22,3.96
Orelia.Gaulin@gmail.com,50,3.14
Mellicent.Nore@gmail.com,37,2.36
Janis.Cassius@gmail.com,21,1.15
Belinda.Gualtiero@gmail.com,91,2.44
Tami.Carmena@gmail.com,161,5.25
Viviene.Sikorski@gmail.com,55,2.77
Jillayne.Brittani@gmail.com,11,3.23
Nananne.Frendel@gmail.com,62,2.37
Jaime.Astra@gmail.com,9,4.35
Bee.Munn@gmail.com,138,3.25
Margalo.Clywd@gmail.com,145,4.97
Alexine.Afton@gmail.com,46,2.86
Rochette.Hashim@gmail.com,23,2.6
Hildegaard.Donoghue@gmail.com,35,1.78
Ofilia.Jacinda@gmail.com,150,1.78
Gabriellia.Hubert@gmail.com,31,2.31
Edith.Yorick@gmail.com,20,4.31
Rochette.Keelia@gmail.com,98,1.74
Sophia.Katrine@gmail.com,62,2.65
Hildegaard.Dowski@gmail.com,55,5.74
Clo.Boycey@gmail.com,102,5.75
Cathyleen.Mata@gmail.com,119,1.87
Jinny.Marisa@gmail.com,56,4.04
Thalia.Lanita@gmail.com,51,3.46
Marguerite.Weide@gmail.com,127,2.33
Celene.Auberbach@gmail.com,84,4.22
Bernardine.Rhu@gmail.com,104,1.31
Charlena.Joni@gmail.com,150,5.84
Heida.Sheng@gmail.com,45,4.76
Catharine.Seagraves@gmail.com,136,1.44
Kristan.Kendrick@gmail.com,41,2.18
Natka.Waldron@gmail.com,117,3.06
Consuela.Tristram@gmail.com,132,5.87
Cassandra.Harl@gmail.com,149,1.34
Mady.Holtz@gmail.com,60,1.45
Kristan.Jeanne@gmail.com,49,2.06
Cassandra.Willie@gmail.com,166,2.07
Tabbatha.Zrike@gmail.com,65,1.92
Ingrid.Alisia@gmail.com,101,3.15
Danny.Boehike@gmail.com,157,5.29
Bill.Seumas@gmail.com,85,5.49
Mureil.Terencio@gmail.com,102,3.22
Joy.Salchunas@gmail.com,28,4.04
Maisey.Elbertina@gmail.com,43,2.2
Ninnetta.Friede@gmail.com,22,4.55
Cacilie.Barney@gmail.com,9,5.69
Maurene.Pyle@gmail.com,10,3.57
Inga.Reneta@gmail.com,150,2.09
Bobinette.Sundin@gmail.com,142,4.38
Johna.Lasley@gmail.com,91,5.18
Gratia.Gregrory@gmail.com,131,2.19
Marsiella.Estella@gmail.com,116,2.65
Miquela.Kesley@gmail.com,19,5.83
Jaime.Ehrman@gmail.com,42,5.83
Gale.Annabella@gmail.com,4,3.36
Maisey.Soneson@gmail.com,105,1.29
Minne.Greenwald@gmail.com,164,4.26
Roslyn.Wallis@gmail.com,71,3.97
Constance.Talia@gmail.com,105,3.41
Marsiella.Raul@gmail.com,97,2.11
Coral.Jotham@gmail.com,78,4.14
Minne.Anton@gmail.com,126,2.71
Eadie.Shields@gmail.com,136,2.12
Briney.Decato@gmail.com,151,4.02
Berta.Charmine@gmail.com,74,1.38
Mignon.Gaspard@gmail.com,148,3.06
Therine.Regan@gmail.com,89,1.16
Harrietta.Gilmour@gmail.com,81,5.82
Lila.Kenwood@gmail.com,90,1.29
Mariann.Sawtelle@gmail.com,103,4.35
Lauryn.Azeria@gmail.com,111,1.62
Meriel.Montgomery@gmail.com,63,4.9
Reeba.Ackerley@gmail.com,130,4.98
Nyssa.Hathaway@gmail.com,80,3.8
Nariko.Holbrook@gmail.com,99,1.12
Farrah.Sherrie@gmail.com,108,2.19
Dede.Desai@gmail.com,97,2.58
Larine.Sprage@gmail.com,152,1.65
Loree.Fry@gmail.com,120,4.32
Josephine.Dituri@gmail.com,11,4.36
Ana.Vernier@gmail.com,87,1.9
Paulita.Alwin@gmail.com,167,4.02
Ninnetta.Bow@gmail.com,50,2.82
Moyna.Merna@gmail.com,150,5.79
Gilda.Lissi@gmail.com,149,5.2
Alexine.Belanger@gmail.com,78,4.83
Jean.Strephon@gmail.com,117,4.26
Adore.Lynn@gmail.com,84,3.19
Riannon.Kunin@gmail.com,66,5.93
Edee.Killigrew@gmail.com,50,2.07
Gusty.Eliathas@gmail.com,6,5.2
Lacie.Hoenack@gmail.com,166,5.77
Daryl.Iiette@gmail.com,165,5.27
Layla.Screens@gmail.com,55,4.15
Diena.Rillings@gmail.com,105,5.62
Jemie.Roumell@gmail.com,117,3.03
Paulita.Nicoline@gmail.com,11,3.29
Yvonne.Therine@gmail.com,164,3.76
Talya.Virgin@gmail.com,4,5.62
Estell.Lesley@gmail.com,97,2.7
Petronia.Saint@gmail.com,66,2.47
Elfreda.Olin@gmail.com,12,4
Petronia.Rillings@gmail.com,162,2.59
Catrina.Quent@gmail.com,52,1.8
Renie.Si@gmail.com,35,1.85
Jordan.Tacye@gmail.com,50,2.72
Paulita.Gaulin@gmail.com,101,4.55
Catrina.Karylin@gmail.com,119,5.79
Steffane.Charity@gmail.com,143,1.6
Marline.Olympium@gmail.com,91,2.16
Aaren.Ilka@gmail.com,95,4.98
Mariann.Alexandr@gmail.com,83,1.31
Janenna.Bearnard@gmail.com,68,1.89
Bobbi.Grosz@gmail.com,79,3.52
Lyssa.Alisia@gmail.com,29,5.66
Mureil.Imelida@gmail.com,140,5.93
Marguerite.Camden@gmail.com,42,5.36
Roseline.Kare@gmail.com,36,1.94
Karolina.Joli@gmail.com,35,1.91
Fanny.Knowling@gmail.com,160,5.75
Wileen.Montgomery@gmail.com,59,5.67
Imojean.Decato@gmail.com,146,5.29
Fidelia.Ventre@gmail.com,162,3.43
Deloria.Romelda@gmail.com,102,1.74
Joleen.Voletta@gmail.com,47,3.89
Fanchon.Macey@gmail.com,47,3.51
Christian.Breed@gmail.com,57,1.02
Miquela.Daveta@gmail.com,7,5.34
Ottilie.Ledah@gmail.com,140,4.68
Zia.Earlie@gmail.com,19,3.27
Jemie.Joeann@gmail.com,115,4.72
Hayley.Marcellus@gmail.com,79,4.42
Cyb.Sharl@gmail.com,140,4.19
Rozele.Old@gmail.com,132,3.89
Debee.Felecia@gmail.com,127,2.86
Cissiee.Daniele@gmail.com,53,1.37
Barbara.Kenney@gmail.com,34,1.46
Thalia.Yusuk@gmail.com,78,3.68
Kenna.Ehrman@gmail.com,45,4.32
Sashenka.Zina@gmail.com,4,4.08
Nataline.Hylan@gmail.com,17,4.88
Carlie.Halla@gmail.com,114,1.55
Oralee.Couture@gmail.com,148,5.3
Janeczka.Toffic@gmail.com,13,1.54
Tatiania.Allare@gmail.com,51,4.9
Fina.Michella@gmail.com,117,3.55
Flo.Weinreb@gmail.com,64,2.44
Rosaline.Morrill@gmail.com,13,5.17
Roslyn.Kamaria@gmail.com,122,5.73
Giustina.Krystle@gmail.com,167,5.1
Reeba.Flyn@gmail.com,158,3.53
Nelle.Ivens@gmail.com,70,5.94
Nerta.Madaih@gmail.com,116,4.7
Netty.Lutero@gmail.com,142,3.14
Darlleen.Lane@gmail.com,119,4.79
Diena.Monaco@gmail.com,66,5.6
Barbi.Carri@gmail.com,141,5.59
Grier.Tarrant@gmail.com,106,2
Renae.Chesna@gmail.com,48,1.17
Dotty.Uund@gmail.com,116,4.77
Frank.Fontana@gmail.com,62,5.53
Karly.Therine@gmail.com,125,2.75
Correy.Doig@gmail.com,118,4.19
Deirdre.Jethro@gmail.com,50,5.28
Dominga.Fulmer@gmail.com,61,1.87
Shaine.Iiette@gmail.com,51,4.92
Aimil.Tamsky@gmail.com,96,5.95
Aurore.Edmund@gmail.com,5,1.97
Corry.Truc@gmail.com,32,5.73
Joelly.Tarrant@gmail.com,17,1.79
Cacilie.Guthrie@gmail.com,119,1.25
Penelopa.Codding@gmail.com,94,4.8
Letizia.Abbot@gmail.com,66,2.08
Cristine.Hertzfeld@gmail.com,26,2.12
Mara.My@gmail.com,141,4.69
Lonnie.Even@gmail.com,143,5.38
Willetta.Wooster@gmail.com,98,4.19
Louella.Wittie@gmail.com,125,5.92
Hyacinthe.Francyne@gmail.com,49,2.47
Nananne.Claudine@gmail.com,98,1.76
Beatriz.Ellerey@gmail.com,18,3.77
Maye.Louanna@gmail.com,164,4.29
Jaime.Stephie@gmail.com,60,3.76
Wynne.Joeann@gmail.com,18,4.39
Teriann.Earlie@gmail.com,119,2.04
Philis.Kiyoshi@gmail.com,89,4.17
Viviene.Sammons@gmail.com,87,5.54
Melanie.McNully@gmail.com,34,4.44
Maisey.Thomasina@gmail.com,92,5.42
Carmencita.Elisha@gmail.com,66,5.06
Esmeralda.Bearnard@gmail.com,33,3.75
Jacquetta.Pillsbury@gmail.com,151,5.83
Theodora.Izaak@gmail.com,163,4.16
Mireielle.Jefferey@gmail.com,44,2.29
Sherrie.Leopold@gmail.com,130,3.08
Susan.Santoro@gmail.com,115,3.28
Jerry.Payson@gmail.com,53,1.91
Marcelline.Pip@gmail.com,18,2.91
Celisse.Brittani@gmail.com,166,2.14
Wilma.Santoro@gmail.com,72,1.59
Kary.Pascia@gmail.com,57,3.44
Willetta.Horan@gmail.com,32,1.51
Claresta.Stoller@gmail.com,140,3.14
Olivette.Jarib@gmail.com,43,3.28
Cecile.Bury@gmail.com,61,3.39
Charmaine.Khorma@gmail.com,78,1.13
Claudina.Susannah@gmail.com,81,4.85
Marinna.Waldron@gmail.com,67,2.18
Allyce.Emmy@gmail.com,152,1.68
Maud.Zamora@gmail.com,113,3.47
Merry.Gaulin@gmail.com,140,1.91
Dede.Bates@gmail.com,126,4.63
Ardeen.Pandolfi@gmail.com,134,2.54
Gwyneth.Ammann@gmail.com,71,4.54
Fanny.Berne@gmail.com,92,5.93
Aurore.Maiah@gmail.com,15,4.81
Jennica.Arne@gmail.com,141,3.7
Lory.Reidar@gmail.com,96,2.09
Jenilee.Garbe@gmail.com,6,1.12
Perry.Jaylene@gmail.com,146,1.33
Helena.Mata@gmail.com,57,4.67
Philis.Vivle@gmail.com,25,1.07
Amelia.Korey@gmail.com,117,5.03
Regina.Bartlett@gmail.com,148,1.51
Fernande.Bebe@gmail.com,21,4.29
Vere.Hachmin@gmail.com,57,3
Marinna.Holtz@gmail.com,26,4.98
Oona.Larochelle@gmail.com,15,3.78
Maisey.Tristram@gmail.com,11,2.42
Lonnie.Corilla@gmail.com,55,3.32
Selma.Dom@gmail.com,138,2.11
Mahalia.Winthorpe@gmail.com,44,3.35
Goldie.Konyn@gmail.com,144,5.73
Nollie.Michella@gmail.com,96,1.4
Minne.Duwalt@gmail.com,28,3.94
Corene.Firmin@gmail.com,120,4.83
Romona.Sidonius@gmail.com,89,4.78
Tabbatha.Germann@gmail.com,5,2.34
Averyl.Carey@gmail.com,142,4.05
Mahalia.Phi@gmail.com,113,5.4
Latisha.Allina@gmail.com,154,5.91
Robinia.Ahab@gmail.com,21,5.04
Valeda.Cottle@gmail.com,165,3.75
Rebeca.Ajay@gmail.com,14,4.09
Glenda.Rocray@gmail.com,167,3.5
Roz.Felizio@gmail.com,93,4.5
Vanessa.Infield@gmail.com,128,4.3
Christy.Hunfredo@gmail.com,96,1.23
Celestyna.Dominy@gmail.com,114,2.58
Courtnay.Teddman@gmail.com,45,1.61
Rhea.Autrey@gmail.com,113,3.94
Julieta.Concha@gmail.com,95,3.48
Rosabelle.Baudin@gmail.com,100,1.98
Taffy.Bigner@gmail.com,125,3.85
Nadine.Toni@gmail.com,17,5.2
Gisela.Norrie@gmail.com,91,5.78
Georgetta.Sheedy@gmail.com,2,5.96
Anestassia.Winnick@gmail.com,117,5.41
Wanda.Ashely@gmail.com,45,4.85
Danika.Faso@gmail.com,27,5.3
Modestia.Trey@gmail.com,72,4.11
Celisse.Wilkinson@gmail.com,12,1.44
Rhoda.Hilbert@gmail.com,7,5.92
Molli.Jenness@gmail.com,67,3.12
Lexine.Vanni@gmail.com,90,5.28
Taffy.Linehan@gmail.com,128,3.63
Elvira.Parette@gmail.com,36,1.48
Claudina.Linehan@gmail.com,88,3.95
Sidoney.Lareena@gmail.com,127,4.6
Tera.Lail@gmail.com,59,5.77
Ketti.Chabot@gmail.com,129,1.26
Nonnah.Cleo@gmail.com,94,2.13
Georgetta.Lewes@gmail.com,14,1.12
Joy.Martguerita@gmail.com,162,4.85
Wanda.Ehrman@gmail.com,3,5.98
Corry.Curren@gmail.com,16,2.23
Kirstin.Tengdin@gmail.com,15,4.94
Stevana.Radu@gmail.com,144,2.26
Lynnea.Krystle@gmail.com,1,3.19
Jordan.Roumell@gmail.com,123,1.76
Gwyneth.Nisbet@gmail.com,85,4.27
Jillayne.Dielu@gmail.com,129,2.37
Leontine.Minetta@gmail.com,91,5.31
Edee.Vilma@gmail.com,136,2.49
Carol-Jean.Eckblad@gmail.com,25,4.7
Nerta.Freddi@gmail.com,153,3.08
Paule.Lenny@gmail.com,16,5.79
Margalo.Jobi@gmail.com,9,5.08
Lisette.Mandler@gmail.com,10,5.1
Taffy.Brodench@gmail.com,76,1.58
Teddie.Joli@gmail.com,38,3.05
Winifred.Weitman@gmail.com,60,1.33
Monika.Strephon@gmail.com,35,4.77
Jenda.Adrienne@gmail.com,72,2.97
Addia.Colleen@gmail.com,148,2.56
Betta.Ephrem@gmail.com,96,2.32
Allis.Mott@gmail.com,132,3.37
Tilly.Imelida@gmail.com,73,3.68
Glenda.Rona@gmail.com,152,1.92
Etta.Lay@gmail.com,123,5.86
Isa.Decato@gmail.com,52,5.57
Elvira.Oneida@gmail.com,136,2.1
Renie.Connelly@gmail.com,77,5.12
Karly.Seligman@gmail.com,12,4.57
Marguerite.Terrence@gmail.com,63,1.58
Paulita.Israeli@gmail.com,39,3.49
Chere.Raul@gmail.com,56,5.32
Annabela.Yerkovich@gmail.com,163,3.72
Myrtice.Taam@gmail.com,155,3.44
Maryellen.Brandice@gmail.com,34,4.09
Tamqrah.Delacourt@gmail.com,128,3.85
Shaylyn.Lareena@gmail.com,163,5.93
Kenna.Hamil@gmail.com,164,3.77
Mallory.Ochs@gmail.com,55,4.32
Britni.Hessler@gmail.com,63,1.37
Kara-Lynn.Cassius@gmail.com,49,1.7
Korrie.Terrence@gmail.com,95,2.46
Tobe.Bennie@gmail.com,129,3.68
Sophia.Pacorro@gmail.com,115,3.97
Alejandra.Whittaker@gmail.com,160,1.98
Millie.Salchunas@gmail.com,129,1.11
Tierney.Jammal@gmail.com,155,1.44
Anestassia.Rosemary@gmail.com,161,2.98
Johna.Tomasina@gmail.com,139,4.82
Lonnie.Paine@gmail.com,51,5.36
Merry.Regan@gmail.com,32,2.54
Caritta.Alice@gmail.com,40,5.07
Lulita.Larochelle@gmail.com,86,2.54
Leia.Pozzy@gmail.com,146,4.33
Shel.Oscar@gmail.com,26,1.56
Aryn.Dyche@gmail.com,2,3.64
Patricia.Kronfeld@gmail.com,147,4.8
Tani.Donell@gmail.com,23,4.74
Robinia.Stefa@gmail.com,85,3.58
Justinn.Lymann@gmail.com,12,5.83
Marylou.My@gmail.com,9,4.53
Fidelia.Milson@gmail.com,27,1.2
Lilith.Holtz@gmail.com,105,2.68
Bernardine.Amethist@gmail.com,66,1.9
Shannah.Ax@gmail.com,8,3.81
Grier.Zenas@gmail.com,113,3.62
Nicoli.Kenney@gmail.com,32,4.35
Maridel.Sidonius@gmail.com,35,3.5
Susette.Malina@gmail.com,165,5.12
Gabriellia.Ortrude@gmail.com,101,1.91
Inga.Ivens@gmail.com,77,3.19
Netty.Valoniah@gmail.com,21,1.91
Eolanda.Concha@gmail.com,89,4.85
Rochette.Medrek@gmail.com,135,1.73
Sissy.Allare@gmail.com,118,2.15
Lucy.Hoban@gmail.com,59,4
Kirbee.Stover@gmail.com,63,5.24
Beatriz.Hubert@gmail.com,133,3.64
Albertina.Garek@gmail.com,87,5.52
Mignon.Mathilde@gmail.com,80,5.38
Heida.Gemini@gmail.com,112,4.07
Leontine.Berl@gmail.com,158,1.27
Berta.Vary@gmail.com,156,5.2
Kathi.Rurik@gmail.com,153,5.05
Brynna.Sperling@gmail.com,113,3.38
Farrah.Dowski@gmail.com,147,2.74
Lily.Heisel@gmail.com,55,2.11
Annaliese.Percy@gmail.com,56,5.05
Amalie.Rhu@gmail.com,29,4.52
Cassondra.Hourigan@gmail.com,78,1.9
Minda.Suzetta@gmail.com,91,1.3
Maridel.Loleta@gmail.com,63,5.3
June.Gherardo@gmail.com,35,3.05
Trudie.Cynar@gmail.com,88,2.77
Leanna.Jagir@gmail.com,41,3.24
Luci.Leler@gmail.com,105,4.36
Felice.Drisko@gmail.com,159,3.7
Kittie.Carmena@gmail.com,86,1.04
Emelina.Syd@gmail.com,143,5.14
Sabina.Eben@gmail.com,136,4.42
Marinna.Reinke@gmail.com,64,4.37
Alejandra.Madox@gmail.com,137,2.72
Correy.Weide@gmail.com,56,2.5
Bernie.Zeeba@gmail.com,85,3.35
Bettine.Shuler@gmail.com,110,5.11
Wilma.Claudine@gmail.com,146,5.25
Gabi.Eldrid@gmail.com,65,5.45
Susan.Smitt@gmail.com,91,2.08
Benita.O'Carroll@gmail.com,148,4.8
Lory.Smitt@gmail.com,132,5.3
Justinn.Fancie@gmail.com,69,3.94
Wynne.Fosque@gmail.com,133,2.42
Nikki.Ardra@gmail.com,82,1.89
Cyb.Carleen@gmail.com,45,4.38
Trixi.Chem@gmail.com,132,4.36
Brandise.Chinua@gmail.com,119,2.51
Chickie.Faria@gmail.com,87,5.27
Sidoney.Tamsky@gmail.com,65,4.41
Nadine.Rillings@gmail.com,73,5.82
Dawn.Daniele@gmail.com,161,5.25
Jennica.Shelba@gmail.com,82,4.41
Louella.Salvidor@gmail.com,49,5.55
Peri.Pond@gmail.com,54,5.46
Corina.Sothena@gmail.com,117,3.7
Laure.Japeth@gmail.com,136,3.33
Ellette.Egbert@gmail.com,163,3.57
Rani.Shields@gmail.com,60,1.13
Cherilyn.Engdahl@gmail.com,101,2.51
Zondra.Rudolph@gmail.com,62,5.26
Justinn.Odell@gmail.com,85,5.77
Tersina.Schlosser@gmail.com,155,2.42
Gavrielle.Toor@gmail.com,100,1.1
Wanda.Ferino@gmail.com,30,4.39
Lyssa.Palocz@gmail.com,162,4.7
Aigneis.Gamaliel@gmail.com,78,5.55
Drucie.Rudolph@gmail.com,132,4.77
Daune.Reidar@gmail.com,50,4.14
Reeba.Federica@gmail.com,80,3.76
Margarette.Wolfgram@gmail.com,87,3.81
Sindee.Rese@gmail.com,162,1.72
Iseabal.Hurley@gmail.com,141,4.51
Gale.Laverne@gmail.com,70,3.05
Celestyna.Sholley@gmail.com,145,2.23
Leia.Tufts@gmail.com,154,5.53
Christian.Vilma@gmail.com,100,2.19
Jan.Belldas@gmail.com,47,5.3
Bee.Voletta@gmail.com,106,3.56
Cathyleen.Adore@gmail.com,163,4.73
Emilia.Fax@gmail.com,117,3.21
Jordan.Natalia@gmail.com,149,2.95
Xylina.Virgin@gmail.com,88,5.13
Minne.Malanie@gmail.com,15,5.62
Jaime.Weaks@gmail.com,100,2.7
Margalo.Grimbly@gmail.com,59,5
Jorry.Koziara@gmail.com,63,3.01
Millie.Brodench@gmail.com,56,1.01
Shauna.Lunsford@gmail.com,156,2.86
Halette.Llovera@gmail.com,33,5.61
Dorice.Hull@gmail.com,52,1.86
Raf.Buckler@gmail.com,72,2.16
Winny.Rad@gmail.com,115,5.22
Ida.Michella@gmail.com,166,1.16
Brena.Ackerley@gmail.com,116,4.39
Leia.Helve@gmail.com,55,2.63
June.Cath@gmail.com,136,3.21
Anestassia.Gabrielli@gmail.com,12,3.62
Florencia.Sacken@gmail.com,16,5.49
Deloria.Beniamino@gmail.com,70,4.19
Riannon.Masao@gmail.com,163,5.45
Randa.Bearnard@gmail.com,126,3.04
Tamqrah.Pillsbury@gmail.com,135,2.93
Meg.Wattenberg@gmail.com,95,2.3
Rhea.Parsaye@gmail.com,150,4.56
Chastity.Alice@gmail.com,140,5.95
Annabela.Brenn@gmail.com,100,2.85
Willetta.Terencio@gmail.com,128,1.27
Gertrud.Roxanna@gmail.com,138,4.11
Devina.Othilia@gmail.com,133,3.27
Meghann.Arathorn@gmail.com,148,4.75
Claudina.Robertson@gmail.com,2,1.83
Dorothy.Kesley@gmail.com,102,4.49
Edee.Ummersen@gmail.com,34,2.11
Max.Bollay@gmail.com,65,5.96
Dulce.Callista@gmail.com,151,5.99
Ekaterina.Hessler@gmail.com,87,1.35
Trixi.Linskey@gmail.com,88,1.74
Monika.Riordan@gmail.com,72,1.91
Vita.Ortrude@gmail.com,66,5.13
Heida.Kendrick@gmail.com,165,4.6
Mary.Shama@gmail.com,32,2.53
Katleen.Tayib@gmail.com,56,1.4
Millie.Roumell@gmail.com,52,4.78
Nicoli.Kussell@gmail.com,109,1.6
Danika.Niles@gmail.com,127,4.3
Siana.Billye@gmail.com,85,1.44
Lilith.Boehike@gmail.com,72,4.83
Clo.Sothena@gmail.com,46,5.06
Oona.Cassius@gmail.com,14,2.71
Joceline.Fink@gmail.com,121,2.64
Mariele.Carri@gmail.com,69,3.68
Millie.Marsden@gmail.com,108,1.49
Aili.Eugenia@gmail.com,160,5.74
Olwen.Estella@gmail.com,126,4.97
Jean.Cutlerr@gmail.com,125,3.88
Neila.Madelene@gmail.com,162,1.09
Brianna.Goode@gmail.com,44,5.59
Ardys.Pattin@gmail.com,131,4.24
Daune.An@gmail.com,71,3.57
Pollyanna.Cressida@gmail.com,66,1.38
Candi.Prouty@gmail.com,74,4.71
Cecile.Kenwood@gmail.com,142,2.37
Jenilee.Cath@gmail.com,56,4.75
Dorothy.Dowski@gmail.com,15,5.69
Corina.Dahlia@gmail.com,64,5.86
Meriel.Raseda@gmail.com,41,2.93
Selma.Agle@gmail.com,153,1.55
Barbi.Shuler@gmail.com,119,5.35
Starla.Ruvolo@gmail.com,31,1.11
Glynnis.Wyn@gmail.com,138,1.94
Rosabelle.Lunsford@gmail.com,22,4.4
Jerry.Francyne@gmail.com,63,1.12
Elmira.Bigner@gmail.com,18,1.99
Joleen.Afton@gmail.com,42,2.94
Orsola.Faust@gmail.com,92,4.31
Gwenneth.Marijo@gmail.com,82,4.72
Fanchon.Giule@gmail.com,115,1.55
Winifred.Quinn@gmail.com,89,5.82
Ermengarde.Erminia@gmail.com,43,5.51
Nollie.Germann@gmail.com,107,5.55
Brana.Drisko@gmail.com,40,4.21
Lauryn.Naor@gmail.com,59,4.09
Dulce.Atcliffe@gmail.com,17,5.63
Tressa.Millda@gmail.com,62,5.6
Shauna.Margret@gmail.com,36,2.69
Tonia.Martguerita@gmail.com,124,5.91
Amalie.Zaslow@gmail.com,8,5.93
Janeczka.Ries@gmail.com,82,1.52
Lusa.Tayib@gmail.com,12,2.68
Margette.Corabella@gmail.com,74,2.98
Lyssa.Xerxes@gmail.com,97,1.79
Fred.Meter@gmail.com,19,2.07
Shaine.Arquit@gmail.com,122,2.2
Larine.Eachern@gmail.com,17,1.95
Fred.Ashok@gmail.com,34,4.34
Dede.Sallyann@gmail.com,93,2.69
Bobbi.Fabiola@gmail.com,17,4.29
Mara.O'Rourke@gmail.com,117,4.85
Dianemarie.Wenda@gmail.com,136,4.19
Marti.Afton@gmail.com,19,2.03
Ernesta.Clywd@gmail.com,116,3.9
Andree.Saint@gmail.com,89,1.02
Ileana.Hashim@gmail.com,135,4.38
Olwen.Middleton@gmail.com,62,2.14
